time,speed,target_speed,throttle,brake,steer,energy,curvature
161,3.8673093,3.7445335388183594,0.15197452902793884,0.0,-0.07277499561603279,0.023096257473263826,0.043469934550905545
162,3.8552687,3.746772289276123,0.19288447499275208,0.0,-0.06101855501172878,0.0372044206932296,0.043469934550905545
163,3.84482,11.371261596679688,1.0,0.0,-0.21305276707112136,1.0,0.0011193168477642405
164,3.8310912,11.389225006103516,1.0,0.0,-0.2015143625017827,1.0,0.0011193168477642405
165,3.880803,11.389225006103516,1.0,0.0,-0.17774547543267186,1.0,0.0011193168477642405
166,4.0315285,11.39488410949707,1.0,0.0,-0.15167547553802135,1.0,0.0011193168477642405
167,4.269645,11.393096923828125,1.0,0.0,-0.12711690394039293,1.0,0.0011193168477642405
168,4.5499163,11.374356269836426,1.0,0.0,-0.10467149762247953,1.0,0.0011193168477642405
169,4.854632,11.35130500793457,1.0,0.0,-0.08455729103938,1.0,0.0011193168477642405
170,5.173128,11.388276100158691,1.0,0.0,-0.06690080873335813,1.0,0.0011193168477642405
171,5.4720798,11.385275840759277,1.0,0.0,-0.05191821147900098,1.0,0.0011193168477642405
172,5.5761557,11.60313892364502,1.0,0.0,-0.15468101507866513,1.0,9.532496947759093e-07
173,5.7078614,11.601581573486328,1.0,0.0,-0.14095715636964612,1.0,9.532496947759093e-07
174,6.043724,11.604057312011719,1.0,0.0,-0.11714861403242578,1.0,9.532496947759093e-07
175,6.2928696,11.599072456359863,1.0,0.0,-0.09129389993331032,1.0,9.532496947759093e-07
176,6.6297235,11.602360725402832,1.0,0.0,-0.06728309900642956,1.0,9.532496947759093e-07
177,6.9619117,11.59739875793457,1.0,0.0,-0.04674783313523653,1.0,9.532496947759093e-07
178,7.3484325,11.598994255065918,1.0,0.0,-0.10936805401800367,1.0,9.532496947759093e-07
179,7.670076,11.599949836730957,1.0,0.0,-0.0926325431213962,1.0,9.532496947759093e-07
180,8.05659,11.60919189453125,1.0,0.0,-0.06967951675803567,1.0,9.532496947759093e-07
181,8.404016,11.564221382141113,1.0,0.0,-0.04676571131674947,1.0,9.532496947759093e-07
182,8.797917,11.555705070495605,1.0,0.0,-0.027387269006788065,1.0,9.532496947759093e-07
183,9.165439,11.610610961914062,1.0,0.0,-0.06797442658513031,1.0,9.534173258044403e-07
184,9.576841,11.62363052368164,1.0,0.0,-0.0542970720209949,1.0,9.534173258044403e-07
185,9.959144,11.58352279663086,1.0,0.0,-0.03689570053526629,1.0,9.534173258044403e-07
186,10.3327,11.623136520385742,1.0,0.0,-0.02070841342653704,1.0,9.534173258044403e-07
187,10.689221,11.59332275390625,1.0,0.0,-0.04530075609030052,1.0,9.534173258044403e-07
188,11.033907,11.576630592346191,1.0,0.0,-0.03384738703853526,1.0,9.534173258044403e-07
189,11.374148,11.59698486328125,0.7983114719390869,0.0,-0.020795150643823083,0.6373012062295516,9.534173258044403e-07
190,11.709184,11.582547187805176,0.41861945390701294,0.0,-0.007003986316859994,0.17524224718940573,9.534173258044403e-07
191,12.022028,11.589612007141113,0.154371440410614,0.0,-0.022748457749377303,0.023830541614447753,9.533335102976703e-07
192,12.228469,11.574347496032715,0.013469398021697998,0.0,-0.015694797018908878,0.00018142468306692194,9.533335102976703e-07
193,12.290171,11.598001480102539,0.15561836957931519,0.0,-0.008618225891058824,0.02421707695052433,9.533335102976703e-07
194,12.248863,11.427106857299805,0.0,0.06961697340011597,-0.020519524458193553,0.006961697340011597,0.0007025887029623448
195,12.140966,11.432785034179688,0.2835792899131775,0.0,-0.015517810111144215,0.08041721366766197,0.0007025887029623448
196,11.998955,11.392340660095215,0.3701057434082031,0.0,-0.009552639871781753,0.1369782613037387,0.0007025887029623448
197,11.878,11.476987838745117,0.677736759185791,0.0,-0.0164672502626148,0.4593271147516589,0.0006880911788638341
198,11.792878,11.493741035461426,0.6743900179862976,0.0,-0.011463114455956639,0.4548018963595588,0.0006880911788638341
199,11.765354,11.46231460571289,0.5631946921348572,0.0,-0.0071289465419084805,0.31718826124887656,0.0006880911788638341
200,11.775403,11.366293907165527,0.35291242599487305,0.0,-0.008916237938518864,0.12454718042158675,0.0009679671840750961
201,11.787993,11.376208305358887,0.45157110691070557,0.0,-0.006058538090795013,0.20391646459655988,0.0009679671840750961
202,11.784296,11.382822036743164,0.4728619456291199,0.0,-0.0025965555148415934,0.22359841962415672,0.0009679671840750961
203,11.782608,11.358460426330566,0.4150828719139099,0.0,-0.0008439734715212802,0.17229379055629934,0.0009679671840750961
204,11.778887,10.937573432922363,0.0,0.40078163146972656,-0.0008472998291056482,0.040078163146972656,0.0021305625353426616
205,11.73657,10.95956039428711,0.14110583066940308,0.0,-0.0005927285343330791,0.019910855448902254,0.0021305625353426616
206,11.639127,10.929494857788086,0.20801037549972534,0.0,0.00039232993894441676,0.04326831631553674,0.0021305625353426616
207,11.533113,10.90356159210205,0.29764652252197266,0.0,0.0014184047881731384,0.08859345236942318,0.0021291230093016342
208,11.42639,10.928754806518555,0.4789094924926758,0.0,0.0019103467047809995,0.22935430199959228,0.0021291230093016342
209,11.337197,10.926881790161133,0.5195806622505188,0.0,0.0010370752882990016,0.2699640645846877,0.0021291230093016342
210,11.282966,10.927446365356445,0.5400761961936951,0.0,0.0011415779245932496,0.2916822976950506,0.0021291230093016342
211,11.25909,11.286540031433105,1.0,0.0,0.002713426666901819,1.0,0.0013443919980329446
212,11.268402,11.25676441192627,0.7901533246040344,0.0,0.002764039685628206,0.6243422763828086,0.0013443919980329446
213,11.334643,11.246055603027344,0.6748974919319153,0.0,0.001503021594666365,0.45548662461598965,0.0013443919980329446
214,11.436215,11.59332275390625,1.0,0.0,0.002827234333337213,1.0,1.996355533812115e-05
215,11.561438,11.589612007141113,0.7406031489372253,0.0,0.001677400600858255,0.548493024215734,1.996355533812115e-05
216,11.731538,11.583139419555664,0.5156485438346863,0.0,0.0012248811860632895,0.2658934207588324,1.996355533812115e-05
217,11.889682,11.585429191589355,0.37899160385131836,0.0,0.00031712115534947007,0.14363463578979463,1.996355533812115e-05
218,11.991169,11.589612007141113,0.33822935819625854,0.0,0.0012795578077957825,0.11439909874585297,3.5979518124921008e-09
219,12.033956,11.594696998596191,0.3579341769218445,0.0,0.0005877101681066753,0.12811687500871827,3.5979518124921008e-09
220,12.0386,11.597578048706055,0.3899040222167969,0.0,0.0006670900176865053,0.15202514654083643,3.5979518124921008e-09
221,12.024589,11.594103813171387,0.41058921813964844,0.0,0.0006611485647919497,0.1685835060525278,3.5979518124921008e-09
222,12.003606,11.594103813171387,0.4399700164794922,0.0,0.0008671270537428817,0.19357361540096463,3.5979518124921008e-09
223,11.982426,11.597578048706055,0.4663718342781067,0.0,0.00015387969900572016,0.2175026878079258,3.5979518124921008e-09
224,11.966303,11.594103813171387,0.46515363454818726,0.0,0.0008339198900481777,0.21636790373338854,0.0
225,11.956032,11.589612007141113,0.46223145723342896,0.0,0.0001859739364698095,0.21365792005613926,0.0
226,11.949443,11.594696998596191,0.4780263304710388,0.0,0.00044993590460136424,0.22850917262360682,0.0
227,11.946347,11.585429191589355,0.4522033929824829,0.0,-0.00014903827942708143,0.20448790862486987,0.0
228,11.945061,11.589612007141113,0.46753692626953125,0.0,0.0005124099071047323,0.2185907774255611,0.0
229,11.943688,11.594696998596191,0.4732373356819153,0.0,-1.1405662340521969e-05,0.22395357588331777,0.0
230,11.944305,11.594696998596191,0.4637978672981262,0.0,0.00035257357648026,0.2151084617102903,0.0
231,11.945998,11.594103813171387,0.4580835700035095,0.0,3.0544095126526865e-05,0.2098405571071602,0.0
232,11.947009,11.594103813171387,0.4565832018852234,0.0,0.00041323646167757593,0.20846822024376266,0.0
233,11.946847,11.597578048706055,0.4631204605102539,0.0,-0.0001062697032582535,0.21448056094322965,0.0
234,11.946322,11.594103813171387,0.4518236517906189,0.0,0.00040031011587666484,0.20414461231741043,7.195893331478486e-09
235,11.945234,11.589612007141113,0.44618791341781616,0.0,-0.00010894144075359493,0.1990836540801446,7.195893331478486e-09
236,11.942191,11.594696998596191,0.4641103744506836,0.0,0.0002891090427194897,0.21539843967275374,7.195893331478486e-09
237,11.9387865,11.585429191589355,0.4424890875816345,0.0,-0.00020441850324388186,0.19579659262882743,7.195893331478486e-09
238,11.935124,11.589612007141113,0.46231454610824585,0.0,0.00030367818065173987,0.21373473954327338,7.195893331478486e-09
239,11.930813,11.594696998596191,0.4715821146965027,0.0,-0.0001685943186512526,0.22238969090162541,7.195893331478486e-09
240,11.928826,11.597578048706055,0.4702644348144531,0.0,0.0002569338136897684,0.22114863865135703,7.195893331478486e-09
241,11.929211,11.594103813171387,0.45600426197052,0.0,-0.00015817005958716068,0.20793988693527865,0.0
242,11.929861,11.594103813171387,0.45688319206237793,0.0,0.0002781030769170547,0.20874225118910772,0.0
243,11.929346,11.594696998596191,0.4580766558647156,0.0,-0.0001928664213362604,0.20983422264820106,0.0
244,11.928245,11.585429191589355,0.43892180919647217,0.0,0.00023604020298993473,0.19265235458830432,0.0
245,11.92526,11.589612007141113,0.45974552631378174,0.0,-0.00018919914544747015,0.21136594896553618,0.0
246,11.920877,11.594696998596191,0.4698810577392578,0.0,0.00025594082941638363,0.22078820842216373,0.0
247,11.918482,11.59698486328125,0.46817344427108765,0.0,-0.00020426926111899901,0.2191863739206532,0.0
248,11.918281,11.589612007141113,0.44750338792800903,0.0,0.0002585906886549494,0.20025928220704614,0.0
249,11.917656,11.594696998596191,0.4644795060157776,0.0,-0.00020663916160795868,0.21574121150866077,0.0
250,11.916122,11.597578048706055,0.46600621938705444,0.0,0.0002387203361539664,0.21716179650741552,0.0
251,11.915804,11.594103813171387,0.45367175340652466,0.0,-0.000208967979400319,0.20581805983895052,0.0
252,11.915409,11.589612007141113,0.447004497051239,0.0,0.00023732572963373988,0.19981302038403115,0.0
253,11.913188,11.594696998596191,0.4641212821006775,0.0,-0.0002194262374020645,0.21540856449877666,0.0
254,11.910525,11.585429191589355,0.4419793486595154,0.0,0.00022663616957018954,0.19534574464148946,0.0
255,11.907418,11.589612007141113,0.4615752696990967,0.0,-0.0002192328476513143,0.21305172959779384,0.0
256,11.903463,11.594696998596191,0.4708213210105896,0.0,0.0002340694574493989,0.22167271631815666,0.0
257,11.901677,11.594103813171387,0.46262967586517334,0.0,-0.00021984245631665575,0.21402621699111535,0.0
258,11.901569,11.594103813171387,0.46011483669281006,0.0,0.00023548352141082173,0.21170566294485127,0.0
259,11.901574,11.594696998596191,0.4596495032310486,0.0,-0.00022077498416090498,0.21127766582054974,0.0
260,11.916901,11.597578048706055,0.4325736165046692,0.0,0.002612454560502302,0.1871199336959286,0.0
261,11.917022,10.713865280151367,0.0,1.0,-9.250789662291555e-05,0.1,0.002863229359349708
262,11.876537,10.689455032348633,0.0,0.4186176657676697,0.0005652492109805489,0.04186176657676697,0.002863229359349708
263,11.7397,10.69851303100586,0.0,0.14810776710510254,8.541726316635625e-05,0.014810776710510254,0.002863229359349708
264,11.569139,10.667516708374023,0.0,0.019379913806915283,0.0005094103244096279,0.0019379913806915285,0.002863229359349708
265,11.390214,3.6323585510253906,0.0,1.0,-0.06702624987425924,0.1,0.045651448983009255
266,11.155854,3.643258810043335,0.0,1.0,-0.0633483545373688,0.1,0.045651448983009255
267,10.893114,3.6382133960723877,0.0,1.0,-0.05059530167606623,0.1,0.045651448983009255
268,10.582405,3.049860715866089,0.0,1.0,-0.15242733268018463,0.1,0.05924522624537819
269,10.22791,3.049860715866089,0.0,1.0,-0.13599645528850487,0.1,0.05924522624537819
270,9.876588,3.042877435684204,0.0,1.0,-0.10490861312057119,0.1,0.05924522624537819
271,9.547221,3.07187557220459,0.0,1.0,-0.07225919671725112,0.1,0.05924522624537819
272,9.217456,3.0431015491485596,0.0,1.0,-0.042288947799812064,0.1,0.05924522624537819
273,8.897761,3.03802490234375,0.0,1.0,-0.18184052089129382,0.1,0.05924478292083085
274,8.554423,3.0614473819732666,0.0,1.0,-0.16583269894176272,0.1,0.05924478292083085
275,8.218606,3.0358388423919678,0.0,1.0,-0.13756649338599428,0.1,0.05924478292083085
276,7.903515,3.031550168991089,0.0,1.0,-0.10279728550847375,0.1,0.05924478292083085
277,7.6064277,3.0363574028015137,0.0,1.0,-0.07239777258565286,0.1,0.05924478292083085
278,7.309814,3.065131187438965,0.0,1.0,-0.22781792399592116,0.1,0.05924406636136662
279,6.9992943,3.0358388423919678,0.0,1.0,-0.2096611390333782,0.1,0.05924406636136662
280,6.687823,3.0358388423919678,0.0,1.0,-0.17708047445444655,0.1,0.05924406636136662
281,5.912505,3.0358388423919678,0.0,1.0,-0.14266515746131003,0.1,0.05924406636136662
282,4.725981,3.0358388423919678,0.0,0.25656116008758545,-0.11329932689699279,0.025656116008758546,0.05924406636136662
283,3.6576982,3.0358388423919678,0.6903718113899231,0.0,-0.08793268628298122,0.47661323796180355,0.05924406636136662
284,2.6131399,3.0452165603637695,1.0,0.0,-0.06768013044281612,1.0,0.05924406636136662
285,2.7273414,3.0452165603637695,0.451371431350708,0.0,-0.05693248172656562,0.2037361690395869,0.05924406636136662
286,2.9092388,3.0358388423919678,0.1836557388305664,0.0,-0.04984398561162687,0.03372943040540122,0.05924406636136662
287,3.0110166,3.0358388423919678,0.1714993715286255,0.0,-0.04346315957991449,0.02941203443471352,0.05924406636136662
288,3.1019416,3.0452165603637695,0.10989902913570404,0.0,-0.23964645991779676,0.012077796604970326,0.05924503252035429
289,3.1037111,3.0452165603637695,0.18761472404003143,0.0,-0.23242264935025295,0.03519928467661715,0.05924503252035429
