time,speed,target_speed,throttle,brake,steer,energy,curvature,distance_traveled
0,0.23337297,12.0,1.0,0.0,0.026650478357822593,1.0,0.0,0.0
1,0.23370557,11.99999713897705,1.0,0.0,0.013326213969135602,1.0,5.300556426312513e-09,0.0
2,0.20143491,11.999711036682129,1.0,0.0,0.008883797793195272,1.0,4.821359950984723e-07,0.0
3,0.16076562,11.999711036682129,1.0,0.0,0.008883797793195272,1.0,4.821359950984723e-07,0.0
4,0.12242103,11.999711036682129,1.0,0.0,0.008883797793195272,1.0,4.821359950984723e-07,0.0
5,0.09030922,11.999711036682129,1.0,0.0,0.008883797793195272,1.0,4.821359950984723e-07,0.0
6,0.065111905,11.999711036682129,1.0,0.0,0.008883797793195272,1.0,4.821359950984723e-07,0.0
7,0.04613764,11.999711036682129,1.0,0.0,0.008883797793195272,1.0,4.821359950984723e-07,0.0
8,0.032249365,11.999711036682129,1.0,0.0,0.008883797793195272,1.0,4.821359950984723e-07,0.0
9,0.40498483,11.999711036682129,1.0,0.0,0.008833579210921507,1.0,4.821359950984723e-07,0.0068056006044086015
10,1.2719083,11.999711036682129,1.0,0.0,0.008468876613932988,1.0,4.821359950984723e-07,0.053811639089511705
11,1.957658,11.999711036682129,1.0,0.0,0.007874631178999949,1.0,4.821359950984723e-07,0.13861476651490703
12,2.5283062,11.999711036682129,1.0,0.0,0.007133523359833336,1.0,4.821359950984723e-07,0.2542873012703823
13,2.9975772,11.999711036682129,1.0,0.0,0.006318569164888053,1.0,4.821359950984723e-07,0.395091799772241
14,3.4146686,11.999711036682129,1.0,0.0,0.005477964878516718,1.0,4.821359950984723e-07,0.55766355014683
15,3.7996907,11.999711036682129,1.0,0.0,0.004654865122370316,1.0,4.821359950984723e-07,0.7400417244752235
16,4.1662827,11.999711036682129,1.0,0.0,0.003876488699347787,1.0,4.821359950984723e-07,0.9410589868895876
17,4.521902,11.999713897705078,1.0,0.0,0.0006029471618672174,1.0,4.7683452917880525e-07,1.1600515276855248
18,4.8708158,11.999713897705078,1.0,0.0,0.00020851103242417753,1.0,4.7683452917880525e-07,1.3966061642647396
19,5.2163477,11.999713897705078,1.0,0.0,7.31584045077257e-05,1.0,4.7683452917880525e-07,1.6504943083716204
20,5.507215,11.999713897705078,1.0,0.0,2.6832874208103318e-05,1.0,4.7683452917880525e-07,1.9207322347943296
21,5.5689745,11.999713897705078,1.0,0.0,6.509817171733742e-06,1.0,4.7683452917880525e-07,2.197043177120415
22,5.7828026,11.999713897705078,1.0,0.0,-4.947842344369678e-06,1.0,4.7683452917880525e-07,2.481654981616974
23,6.013988,11.999713897705078,1.0,0.0,-2.2926817492600747e-05,1.0,4.7683452917880525e-07,2.777573712431784
24,6.336365,8.337728500366211,0.0,0.9829990863800049,-0.012709398790062557,0.09829990863800049,0.008784819420898917,3.0877826014224365
25,6.5918694,8.337728500366211,1.0,0.0,-0.01154096081964723,1.0,0.008784819420898917,3.4127967765147447
26,6.8952236,8.337728500366211,1.0,0.0,-0.009429694547367074,1.0,0.008784819420898917,3.751175858874707
27,7.099447,8.337728500366211,1.0,0.0,-0.006958876616436421,1.0,0.008784819420898917,4.101593953479194
28,7.406439,8.337728500366211,1.0,0.0,-0.004535495956043734,1.0,0.008784819420898917,4.465508545437511
29,7.707044,8.337728500366211,1.0,0.0,-0.0027556769339975805,1.0,0.008784819420898917,4.844758337842066
30,8.079278,3.1237235069274902,0.0,1.0,-0.08943462487837224,0.1,0.05683138582493251,5.2412964286968995
31,8.361952,3.1237235069274902,0.0,1.0,-0.08505738043592669,0.1,0.05683138582493251,5.654195209077035
32,8.516663,3.1237235069274902,0.0,1.0,-0.0689001287904045,0.1,0.05683138582493251,6.077510488074314
33,8.486667,3.1237235069274902,0.0,1.0,-0.049784053440294206,0.1,0.05683138582493251,6.50279514589846
34,8.392068,3.1237235069274902,0.0,1.0,-0.032101582618501004,0.1,0.05683138582493251,6.9243510394522545
35,8.19902,3.0,0.0,1.0,-0.16333933166689094,0.1,0.06410360535692596,7.338209971478237
36,7.9915843,3.0,0.0,1.0,-0.1523051230713087,0.1,0.06410360535692596,7.742070992362363
37,7.715032,3.0,0.0,1.0,-0.12790602560344705,0.1,0.06410360535692596,8.133161414977026
38,7.485162,3.0,0.0,1.0,-0.09830248848144943,0.1,0.06410360535692596,8.511718487418245
39,7.195544,3.0,0.0,1.0,-0.07022665653673406,0.1,0.06410360535692596,8.877081852559352
40,6.9609137,3.0,0.0,1.0,-0.046649919137464774,0.1,0.06410360535692596,9.229647666623277
41,6.6619334,3.0,0.0,1.0,-0.2131306449999784,0.1,0.06410285688652373,9.568619392667012
42,6.404133,3.0,0.0,1.0,-0.19982227019758378,0.1,0.06410285688652373,9.894015140110149
43,5.7793736,3.0,0.0,1.0,-0.17249799387921805,0.1,0.06410285688652373,10.199952094917272
44,4.4417458,3.0,0.5706198811531067,0.0,-0.14536327441553387,0.3256070487671856,0.06410285688652373,10.44810525370283
45,3.0979962,3.0,1.0,0.0,-0.12605794241901133,1.0,0.06410285688652373,10.629346401397655
46,1.7618576,3.0,1.0,0.0,-0.11472575286006947,1.0,0.06410285688652373,10.743737710062973
47,2.0183241,3.0,1.0,0.0,-0.10634022504722304,1.0,0.06410285688652373,10.838494670835752
48,2.3260498,3.0,1.0,0.0,-0.09711190933606755,1.0,0.06410285688652373,10.94849969468671
49,2.6838646,3.0,0.6486179828643799,0.0,-0.08742069849102181,0.420705287695057,0.06410285688652373,11.075756337175893
50,3.0195825,3.0,0.3348989486694336,0.0,-0.07742137570853276,0.11215730581989192,0.06410285688652373,11.220435829909414
51,3.287682,3.0,0.13297933340072632,0.0,-0.06751309972167656,0.017683503111701526,0.06410285688652373,11.380063460768728
52,3.4397867,3.0,0.09467071294784546,0.0,-0.05826127453017322,0.008962543890053354,0.06410285688652373,11.549498019527203
53,3.5171053,3.0,0.08955252170562744,0.0,-0.2602338194119855,0.008019654143836874,0.06410491602633026,11.724080412273711
54,3.5244203,3.0,0.14961928129196167,0.0,-0.2510407746764712,0.02238592933432315,0.06410491602633026,11.900251570390934
55,3.504242,3.0,0.19476956129074097,0.0,-0.22721830576337104,0.0379351820053877,0.06410491602633026,12.075369665121153
56,3.498484,3.0,0.18361490964889526,0.0,-0.19875391939850104,0.03371443504537197,0.06410491602633026,12.249840739750699
57,3.5022247,3.0,0.16786420345306396,0.0,-0.17208446655895887,0.028178390800931652,0.06410491602633026,12.424388310879168
58,3.4974043,3.0,0.1787586212158203,0.0,-0.14850600787526946,0.031954644658981124,0.06410491602633026,12.598991744915566
59,3.4965677,3.0,0.1731286644935608,0.0,-0.1278841744349596,0.029973534469323937,0.06410491602633026,12.773535158490754
60,3.4880583,3.0,0.1868705153465271,0.0,-0.11003063299724347,0.03492058950587662,0.06410491602633026,12.947890392602492
61,3.486342,3.0,0.17936217784881592,0.0,-0.09454884193322913,0.03217079084267027,0.06410491602633026,13.122065996219721
62,3.4780817,3.0,0.19177591800689697,0.0,-0.08120510866963741,0.03677800272738807,0.06410491602633026,13.296017835033652
63,3.4775915,3.0,0.1821081042289734,0.0,-0.06966513661078018,0.033163361625870635,0.06410491602633026,13.469806513869038
64,3.4704366,3.0,0.19357556104660034,0.0,-0.05974462455024476,0.037471497834506096,0.06410491602633026,13.6434100283656
65,3.4710672,3.0,0.18280404806137085,0.0,-0.2824559996456154,0.033417319987623983,0.06410088153663633,13.816903281992696
66,3.4514601,3.0,0.22039151191711426,0.0,-0.2737064047889298,0.048572418525111516,0.06410088153663633,13.989817954385186
67,3.4261267,3.0,0.2493206262588501,0.0,-0.24995688193245816,0.06216077467810521,0.06410088153663633,14.16110921341143
68,3.4290123,3.0,0.2160710096359253,0.0,-0.21985496959952675,0.04668668120508812,0.06410088153663633,14.331827077172216
69,3.4466584,3.0,0.1814311146736145,0.0,-0.19112852671647126,0.032917249371710255,0.06410088153663633,14.503270981718913
70,3.454303,3.0,0.1815163493156433,0.0,-0.16548251612975376,0.032948185068878644,0.06410088153663633,14.675416054170588
71,3.4623733,3.0,0.17070871591567993,0.0,-0.14289674724705234,0.029141465689580315,0.06410088153663633,14.848060215448385
72,3.4593546,3.0,0.18251937627792358,0.0,-0.12324003661618166,0.033313322716882254,0.06410088153663633,15.020836460173108
73,3.4604652,3.0,0.1749773621559143,0.0,-0.10612679994108713,0.030617077267041992,0.06410088153663633,15.193649293836462
74,3.4533308,3.0,0.18809014558792114,0.0,-0.09133268804214292,0.03537790286728537,0.06410088153663633,15.366321378780393
75,3.4530263,3.0,0.17929953336715698,0.0,-0.07850514389742867,0.03214832266568024,0.06410088153663633,15.538858774693837
76,3.4455962,3.0,0.19162720441818237,0.0,-0.06744985303768358,0.036720985473127854,0.06410088153663633,15.711202730671602
77,3.445894,3.0,0.18137210607528687,0.0,-0.05788916362798373,0.03289584086218511,0.06410088153663633,15.883424089583777
78,3.4391136,3.0,0.19303512573242188,0.0,-0.28683184149841884,0.03726255976653192,0.060038222966686317,16.055476033282968
79,3.4258769,3.0,0.210598886013031,0.0,-0.2785859487700938,0.04435189078992963,0.060038222966686317,16.226997579142253
80,3.395249,3.0,0.25664180517196655,0.0,-0.2553826390558278,0.06586501616192564,0.060038222966686317,16.396886265030183
81,3.4026017,3.0,0.20929521322250366,0.0,-0.2250124695565264,0.04380448627785327,0.060038222966686317,16.566146451459446
82,3.4145908,3.0,0.1905968189239502,0.0,-0.1959968416584614,0.03632714738392906,0.060038222966686317,16.736080652794566
83,3.4290771,3.0,0.17146795988082886,0.0,-0.1698943413215088,0.029401261265693535,0.060038222966686317,16.906805276376623
84,3.431193,3.0,0.17956632375717163,0.0,-0.14696672109716963,0.03224406462766538,0.060038222966686317,17.077991121026805
85,3.435292,3.0,0.17130804061889648,0.0,-0.12688950310503425,0.029346444780685488,0.060038222966686317,17.249410923794784
86,3.4296966,3.0,0.18444937467575073,0.0,-0.109459279107773,0.034021571818275476,0.060038222966686317,17.42081948977826
87,3.4298499,3.0,0.17639803886413574,0.0,-0.09429655445351416,0.031116268115113144,0.060038222966686317,17.592158654278368
88,3.4223793,3.0,0.18938064575195312,0.0,-0.08118719432463331,0.03586502898542676,0.060038222966686317,17.763301594622366
89,3.4224155,3.0,0.1797255277633667,0.0,-0.06982730193164888,0.032301265329820694,0.060038222966686317,17.934346824631238
90,3.4153256,3.8098690509796143,1.0,0.0,-0.2848969260318914,1.0,0.04299428959240988,18.105196996542674
91,3.4118679,3.8098690509796143,1.0,0.0,-0.2748175718796272,1.0,0.04299428959240988,18.275697263487547
92,3.4433548,3.8098690509796143,0.9429997801780701,0.0,-0.24994154085753892,0.8892485854158885,0.04299428959240988,18.446413971396016
93,3.5945857,3.8098690509796143,0.673101544380188,0.0,-0.21861947162630677,0.4530656890469942,0.04299428959240988,18.622060416849656
