time,speed,target_speed,throttle,brake,steer,energy,curvature
0,0.23337243,11.980792999267578,1.0,0.0,-0.033747979097444036,1.0,0.0
1,0.23370592,3.335728645324707,0.0,1.0,-0.16682904670478277,0.1,0.05294914861900244
2,0.20143525,3.270111083984375,1.0,0.0,-0.2920537923478327,1.0,0.05475871370110483
3,0.16076641,3.2736032009124756,1.0,0.0,-0.2920537923478327,1.0,0.05475871370110483
4,0.12242109,3.276895523071289,1.0,0.0,-0.2920537923478327,1.0,0.05475871370110483
5,0.09031116,3.2796525955200195,1.0,0.0,-0.2920537923478327,1.0,0.05475871370110483
6,0.06511278,3.281816244125366,1.0,0.0,-0.2920537923478327,1.0,0.05475871370110483
7,0.046137657,3.2834458351135254,1.0,0.0,-0.2920537923478327,1.0,0.05475871370110483
8,0.032249823,3.2846384048461914,1.0,0.0,-0.2920537923478327,1.0,0.05475871370110483
9,0.022295713,3.2854928970336914,1.0,0.0,-0.2920537923478327,1.0,0.05475871370110483
10,0.015275364,3.28609561920166,1.0,0.0,-0.2920537923478327,1.0,0.05475871370110483
11,0.6447056,3.231921434402466,1.0,0.0,-0.2886249477679765,1.0,0.05475871370110483
12,1.4281616,3.1780295372009277,1.0,0.0,-0.27677747843077044,1.0,0.05475871370110483
13,2.078487,3.18581223487854,0.7100807428359985,0.0,-0.25773803600938344,0.5042146613465235,0.05475871370110483
14,2.5720007,3.1967737674713135,0.3906426429748535,0.0,-0.23504971276036699,0.15260167451037887,0.05475871370110483
15,2.924712,3.193972110748291,0.16351550817489624,0.0,-0.21028803028751064,0.02673732141369456,0.05475871370110483
16,3.1313095,3.188960075378418,0.09609740972518921,0.0,-0.18605457174660295,0.00923471215589089,0.05475871370110483
17,3.23538,3.184908151626587,0.09120993316173553,0.0,-0.16290273438632724,0.008319251907368264,0.05475871370110483
18,3.2842853,3.2018420696258545,0.13497714698314667,0.0,-0.1422291474965549,0.01821883020770998,0.05475871370110483
19,3.2967327,3.21317195892334,0.16429586708545685,0.0,-0.123408596943773,0.026993131941362103,0.05475871370110483
20,3.3021047,3.2125675678253174,0.15301278233528137,0.0,-0.10724359754759698,0.023412911557984195,0.05475871370110483
21,3.2969623,3.2067370414733887,0.15716193616390228,0.0,-0.24013726722494055,0.024699874178786496,0.054760447956849596
22,3.276091,3.2072525024414062,0.20027904212474823,0.0,-0.22414762837574978,0.040111694714406676,0.054760447956849596
23,3.2608285,3.205979347229004,0.20659707486629486,0.0,-0.1992673266086881,0.042682351343309444,0.054760447956849596
24,3.2661922,3.2036266326904297,0.1768619567155838,0.0,-0.17484993852099875,0.03128015173326504,0.054760447956849596
25,3.2660897,3.2012839317321777,0.1797739714384079,0.0,-0.1523275080897099,0.0323186808067375,0.054760447956849596
